,Inches,CPU_Frequency (GHz),RAM (GB),Weight (kg),Touchscreen,SSD,Res_Width,Res_Height,IPS_Panel,HDD,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,Price (Euro)
58,17,2,14,2,0,256,1920,1080,0,2048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2449
59,15,2,4,2,0,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
60,17,1,14,2,0,256,1920,1080,0,2048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299
61,14,1,8,1,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879
62,14,2,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,599
63,14,1,8,1,0,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941
64,15,2,8,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,690
65,15,2,14,1,0,512,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
66,15,2,4,1,0,0,1366,768,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,438
67,14,1,4,1,0,32,1366,768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229
68,15,2,4,1,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549
69,17,2,12,3,0,0,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949
70,13,2,4,1,1,128,2256,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1089
71,13,1,8,1,0,256,1920,1080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955
72,15,1,8,2,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870
73,17,2,8,2,0,128,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1095
74,14,2,8,2,0,0,1366,768,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389
75,15,2,8,2,0,0,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949
76,15,2,8,2,0,0,1920,1080,0,2048,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,519
77,15,1,8,2,0,128,1920,1080,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855
78,15,2,4,2,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
79,17,1,8,2,0,128,1920,1080,0,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,977
80,15,1,8,1,0,256,1920,1080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096
81,12,1,8,0,0,512,2304,1440,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510
82,14,1,8,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,860
83,15,2,4,2,0,128,1920,1080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399
84,15,3,4,2,0,0,1366,768,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
85,15,2,14,2,0,128,1920,1080,1,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349
86,15,1,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,699
87,15,2,8,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,598
88,15,2,14,2,0,128,1920,1080,1,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449
89,13,1,8,1,0,256,1920,1080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649
90,15,3,8,2,0,0,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699
91,15,1,8,2,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689
92,13,1,14,1,0,512,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1197
93,15,2,8,2,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195
94,14,2,8,1,0,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049
95,13,1,8,1,1,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847
96,15,2,8,2,0,0,1920,1080,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599
97,15,2,4,2,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485
98,15,2,6,2,0,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577
99,15,2,12,2,0,128,1920,1080,1,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1249
100,15,2,8,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,719
101,15,1,4,2,0,0,1920,1080,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349
102,15,1,8,2,0,0,1920,1080,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647
103,13,2,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1119
104,13,2,8,1,1,256,2256,1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1340
105,14,2,6,1,0,256,1920,1080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,659
106,15,2,4,1,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,414
107,14,2,8,1,0,256,1920,1080,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193
108,15,2,14,2,0,256,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1299
109,14,2,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1480
110,15,1,14,1,0,256,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262
111,13,2,8,1,1,256,3200,1800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379
112,13,2,8,1,1,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1399
113,14,1,4,1,0,0,1366,768,1,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,722
114,13,1,8,1,0,256,1920,1080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629
115,13,1,8,1,1,256,1920,1080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1398
116,14,1,8,1,0,512,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1084
117,15,1,8,2,0,256,1920,1080,1,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130
118,17,2,4,2,0,0,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
119,15,1,8,1,0,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118
120,15,2,6,2,1,0,1920,1080,1,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479
121,15,2,14,1,0,256,1920,1080,0,2048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2241
122,15,2,8,2,0,256,1920,1080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,629
123,17,1,14,2,0,512,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1271
124,15,3,4,2,0,256,1366,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
125,15,1,4,1,0,0,1366,768,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259
126,14,1,8,1,0,0,1920,1080,0,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,812
127,14,1,4,1,0,64,1366,768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
128,17,1,14,2,0,256,1920,1080,0,2048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396
129,17,1,8,2,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,928
130,15,2,8,2,0,0,1366,768,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638
131,15,2,4,2,0,0,1920,1080,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
132,14,1,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884
133,15,2,4,2,0,256,1920,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
134,15,2,8,2,0,0,1366,768,0,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,598
135,14,1,8,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,988
136,15,1,4,1,0,0,1366,768,0,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,252
137,17,2,8,3,0,128,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938
138,15,2,4,2,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,499
139,13,2,4,1,0,256,1920,1080,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,699
140,17,2,4,3,0,0,1920,1080,1,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
141,14,1,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1116
142,15,2,8,2,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,869
143,15,2,4,2,0,0,1366,768,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,602
144,15,2,4,1,0,256,1366,768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,369
145,14,1,8,1,0,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099
146,12,1,8,0,1,512,3840,2160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
147,15,1,4,2,0,0,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
148,17,2,14,2,0,256,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2029
149,15,2,4,2,0,0,1366,768,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
150,15,2,14,2,0,512,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249
151,15,2,8,2,0,0,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899
152,15,2,4,1,0,128,1366,768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,498
153,17,2,14,2,0,256,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1890
154,14,2,4,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1082
155,15,1,6,1,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,619
156,14,2,4,1,1,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,629
157,13,1,8,1,1,256,1920,1080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315
158,15,1,8,1,1,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049
159,15,2,4,2,0,0,1366,768,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,447
160,15,3,4,2,0,0,1366,768,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403
161,17,1,4,3,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805
162,15,1,8,2,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728
163,15,2,14,2,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1079
164,15,1,4,2,0,0,1366,768,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
165,15,2,14,2,0,256,1920,1080,1,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1799
166,15,1,4,2,0,0,1366,768,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
167,15,2,8,2,0,128,1920,1080,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060
168,17,1,8,3,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854
169,13,1,4,1,0,0,1920,1080,1,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,754
170,13,2,8,1,0,256,2160,1440,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1349
171,17,2,6,2,0,0,1920,1080,1,2048,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,699
172,15,2,4,2,0,0,1366,768,0,500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,309
173,15,2,4,2,0,0,1366,768,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,489
174,17,1,8,2,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,923
175,15,2,8,2,0,0,1366,768,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
176,15,2,4,2,0,128,1366,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
177,18,2,14,3,0,512,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2799
178,15,2,8,1,0,128,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,813
179,13,1,8,1,1,256,3840,2160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1499
180,15,1,14,2,0,256,1920,1080,0,2048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049
181,13,1,8,1,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399
182,13,1,14,1,1,512,3840,2160,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1849
183,15,2,8,2,0,128,1366,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,793
184,15,1,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1199
185,17,1,14,2,1,512,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549
186,15,2,14,2,1,512,3840,2160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397
187,15,2,8,2,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,779
188,13,1,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989
189,17,1,8,2,0,128,1920,1080,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085
190,14,2,14,1,1,1024,2560,1440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2824
191,14,1,4,1,0,0,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,260
192,13,2,8,1,0,256,1920,1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,999
193,17,1,8,2,0,256,1600,900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,698
194,13,1,8,1,1,0,1920,1080,1,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839
195,17,1,8,2,0,0,1920,1080,1,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,914
196,17,2,14,3,1,1024,3840,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2827
197,13,1,8,1,0,512,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,959
198,17,2,14,3,0,256,1920,1080,1,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1379
199,17,1,8,2,0,256,1920,1080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1045
200,15,2,14,2,0,512,3840,2160,1,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845
201,15,2,4,2,0,128,1366,768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,493
202,15,2,8,2,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742
203,15,2,14,3,0,512,1920,1080,1,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1749
204,15,3,14,2,0,256,3840,2160,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2827
205,15,2,14,2,0,512,1920,1080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1398
206,15,2,6,2,1,0,1366,768,0,1024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
207,13,1,8,1,1,256,3840,2160,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949
208,13,1,8,1,0,256,1920,1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449
209,15,2,8,2,0,256,1366,768,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,597
210,15,2,8,2,0,0,1920,1080,0,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779
211,17,2,14,2,0,256,1920,1080,0,1024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407
212,15,2,4,2,0,0,1920,1080,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,349
213,15,2,8,2,0,256,1920,1080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,549
214,13,2,8,1,0,512,2160,1440,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1499
215,13,1,8,1,0,256,1920,1080,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931
216,17,2,8,2,0,0,1600,900,0,1024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,589
